Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt,Floor_Ratio,Location_Encoded
LB Nagar,1451.8,3,3,1.0,2,19,20,7067033.0,4867.8,0.95,11
Jubilee Hills,770.1,1,1,3.0,15,14,23,10324893.0,13407.2,0.609,7
Madhapur,2079.2,4,5,1.0,7,2,17,16899748.0,8128.0,0.118,12
Bowenpally,1933.8,3,4,1.0,0,9,16,10707741.0,5537.2,0.562,3
Gachibowli,621.0,1,1,1.0,25,8,13,4105852.0,6611.7,0.615,5
Gachibowli,2360.8,4,4,1.0,10,3,18,20293236.0,8595.9,0.167,5
Kompally,1399.6,3,4,0.0,7,0,5,7695889.0,5498.6,0.0,8
Bowenpally,1277.1,2,3,1.0,5,3,25,6018804.0,4712.9,0.12,3
Financial District,1088.1,2,2,1.0,5,19,22,10292616.0,9459.3,0.864,4
Ameerpet,1181.1,2,2,2.0,10,6,6,7350426.0,6223.4,1.0,0
Tellapur,2684.0,4,5,2.0,5,6,8,17956734.0,6690.3,0.75,18
Gachibowli,1656.2,3,4,2.0,25,2,9,11583010.0,6993.7,0.222,5
LB Nagar,635.9,1,1,3.0,20,12,19,2592736.0,4077.3,0.632,11
Tellapur,1517.2,3,4,2.0,7,0,14,10745621.0,7082.5,0.0,18
Hitech City,2559.4,4,5,1.0,5,8,9,24346560.0,9512.6,0.889,6
Miyapur,1103.6,2,2,1.0,7,4,5,6050908.0,5482.9,0.8,14
Hitech City,604.0,1,1,1.0,5,2,3,5419460.0,8972.6,0.667,6
Begumpet,1602.1,3,3,1.0,10,7,12,10321602.0,6442.5,0.583,2
Kukatpally,2894.4,5,6,2.0,10,14,23,19334485.0,6680.0,0.609,10
Gachibowli,1299.5,2,3,2.0,7,11,19,11020949.0,8480.9,0.579,5
Nizampet,1861.9,4,5,1.0,0,4,8,9969637.0,5354.6,0.5,16
Hitech City,1774.7,3,4,1.0,1,19,22,17478919.0,9848.9,0.864,6
LB Nagar,1962.1,4,4,2.0,25,2,12,6582719.0,3354.9,0.167,11
Jubilee Hills,876.9,2,3,1.0,2,0,11,14645956.0,16702.0,0.0,7
Bowenpally,1587.8,3,4,1.0,3,4,10,8794479.0,5538.8,0.4,3
LB Nagar,1512.8,3,3,1.0,1,22,22,6731407.0,4449.6,1.0,11
Madhapur,1591.7,3,3,2.0,15,0,3,11785584.0,7404.4,0.0,12
Ameerpet,590.8,1,1,2.0,7,2,2,3641235.0,6163.2,1.0,0
Financial District,1351.2,2,2,2.0,15,15,19,12295936.0,9100.0,0.789,4
Nallagandla,1058.5,2,3,2.0,2,15,19,6949079.0,6565.0,0.789,15
Miyapur,1319.1,3,3,1.0,2,2,2,8306276.0,6296.9,1.0,14
Gachibowli,1866.6,4,5,1.0,1,3,3,16429790.0,8802.0,1.0,5
Kondapur,2774.8,4,4,1.0,25,4,11,16164827.0,5825.6,0.364,9
Begumpet,1836.9,3,4,1.0,3,1,2,13837479.0,7533.1,0.5,2
Madhapur,1524.1,3,3,1.0,0,11,12,12795182.0,8395.2,0.917,12
Bowenpally,717.8,1,1,1.0,5,5,10,3270463.0,4556.2,0.5,3
Madhapur,1880.5,3,4,1.0,2,3,18,14777254.0,7858.2,0.167,12
Shaikpet,1263.2,2,3,1.0,3,1,2,8435172.0,6677.6,0.5,17
Begumpet,2464.5,4,4,1.0,10,10,11,18599061.0,7546.8,0.909,2
LB Nagar,1459.6,2,3,1.0,20,4,12,5092013.0,3488.6,0.333,11
Uppal,2101.5,3,3,1.0,1,2,7,9032694.0,4298.2,0.286,19
Manikonda,2071.9,4,4,1.0,10,0,22,12195987.0,5886.4,0.0,13
Financial District,1575.6,3,3,1.0,1,5,8,14478831.0,9189.4,0.625,4
Tellapur,1000.7,2,2,1.0,5,13,13,6861644.0,6856.8,1.0,18
Hitech City,1730.7,3,3,1.0,3,23,25,16944690.0,9790.7,0.92,6
Ameerpet,2216.2,4,4,1.0,10,4,5,11873298.0,5357.5,0.8,0
Uppal,1901.4,3,4,1.0,15,6,10,7586010.0,3989.7,0.6,19
Gachibowli,1315.0,3,3,2.0,1,9,14,12521828.0,9522.3,0.643,5
Kukatpally,1097.4,2,3,0.0,0,8,14,7023443.0,6400.1,0.571,10
Manikonda,2046.9,3,3,1.0,0,1,7,12793247.0,6250.1,0.143,13
Jubilee Hills,1634.9,3,3,0.0,5,8,10,25142480.0,15378.6,0.8,7
Uppal,1131.0,2,3,2.0,15,1,18,4192489.0,3706.9,0.056,19
Tellapur,585.6,1,2,1.0,0,0,8,4194307.0,7162.4,0.0,18
Uppal,3631.4,5,6,1.0,10,13,17,16883111.0,4649.2,0.765,19
Hitech City,1937.4,3,3,2.0,3,1,2,16927396.0,8737.2,0.5,6
Shaikpet,2548.2,4,4,2.0,25,5,12,16836331.0,6607.1,0.417,17
Kompally,1976.8,3,3,1.0,25,3,5,8574274.0,4337.5,0.6,8
Kondapur,1338.2,2,2,1.0,15,9,11,9329487.0,6971.7,0.818,9
Manikonda,762.5,2,3,1.0,2,14,16,4963577.0,6509.6,0.875,13
Madhapur,2311.1,4,5,1.0,7,5,9,16052952.0,6946.0,0.556,12
Manikonda,2203.8,4,4,0.0,3,4,11,14577070.0,6614.5,0.364,13
Begumpet,2259.9,4,4,2.0,7,0,24,16161661.0,7151.5,0.0,2
LB Nagar,1275.2,2,2,2.0,1,8,14,6004235.0,4708.5,0.571,11
Gachibowli,2353.4,4,4,0.0,0,10,19,19830364.0,8426.3,0.526,5
Jubilee Hills,1231.9,2,2,1.0,5,8,11,18242330.0,14808.3,0.727,7
Tellapur,1866.1,4,4,0.0,5,3,3,11812916.0,6330.3,1.0,18
Jubilee Hills,1256.8,2,2,1.0,3,15,18,18297214.0,14558.6,0.833,7
Ameerpet,2563.9,4,4,2.0,0,5,16,18704911.0,7295.5,0.312,0
Banjara Hills,1779.5,3,3,3.0,2,10,20,24995385.0,14046.3,0.5,1
Bowenpally,1676.1,3,3,1.0,1,1,15,8902907.0,5311.7,0.067,3
Ameerpet,1160.5,3,3,3.0,0,9,20,8275342.0,7130.8,0.45,0
Gachibowli,1322.7,3,3,1.0,1,10,17,12105204.0,9151.9,0.588,5
Banjara Hills,1533.0,3,4,1.0,1,0,7,23728210.0,15478.3,0.0,1
Manikonda,1344.8,3,4,3.0,0,20,21,9706959.0,7218.1,0.952,13
Manikonda,568.0,1,1,3.0,2,1,6,3254108.0,5729.1,0.167,13
Miyapur,1623.6,3,3,0.0,5,4,13,8856516.0,5454.9,0.308,14
Shaikpet,1618.3,3,3,2.0,5,5,5,12164767.0,7517.0,1.0,17
Jubilee Hills,1315.8,3,3,2.0,25,2,23,15138286.0,11505.0,0.087,7
Kondapur,1087.2,2,2,1.0,7,8,19,7499071.0,6897.6,0.421,9
Uppal,1379.8,3,3,1.0,10,5,8,5004910.0,3627.3,0.625,19
Shaikpet,1161.2,2,2,1.0,0,1,6,8048263.0,6931.0,0.167,17
Uppal,1537.7,3,4,2.0,2,13,22,7477765.0,4863.0,0.591,19
Begumpet,2446.5,4,4,3.0,7,4,7,16740901.0,6842.8,0.571,2
Uppal,955.4,2,2,1.0,25,20,24,3466969.0,3628.8,0.833,19
Ameerpet,3928.1,5,5,2.0,7,3,6,21769983.0,5542.1,0.5,0
Nizampet,1412.6,3,3,2.0,0,12,17,8289634.0,5868.4,0.706,16
Hitech City,1897.9,3,3,0.0,0,5,6,18175991.0,9576.9,0.833,6
Madhapur,1180.9,2,3,1.0,15,8,9,8218147.0,6959.2,0.889,12
Uppal,1302.9,2,3,1.0,10,4,7,6242663.0,4791.4,0.571,19
Bowenpally,1657.7,3,3,1.0,0,18,25,7867651.0,4746.1,0.72,3
Uppal,2345.3,4,5,1.0,2,7,9,10843749.0,4623.6,0.778,19
Financial District,2473.4,4,5,1.0,3,6,19,24554705.0,9927.5,0.316,4
Ameerpet,1781.6,3,4,1.0,5,3,5,11514975.0,6463.3,0.6,0
Hitech City,2906.1,4,5,2.0,15,2,12,22431777.0,7718.9,0.167,6
Tellapur,1907.3,3,3,2.0,10,8,23,12623678.0,6618.6,0.348,18
LB Nagar,1478.4,3,3,1.0,5,5,6,6119643.0,4139.4,0.833,11
Uppal,2001.5,3,3,2.0,10,4,8,8718788.0,4356.1,0.5,19
Nallagandla,1804.4,3,3,1.0,15,8,13,10028338.0,5557.7,0.615,15
Financial District,1886.5,3,3,1.0,15,9,18,17989178.0,9535.7,0.5,4
Bowenpally,1313.8,2,2,2.0,7,4,4,7612644.0,5794.4,1.0,3
Kompally,1530.5,3,3,1.0,20,13,23,7434427.0,4857.5,0.565,8
Begumpet,1363.2,2,2,2.0,10,3,10,10097860.0,7407.5,0.3,2
Tellapur,2289.9,4,4,2.0,10,2,19,13673993.0,5971.4,0.105,18
Kukatpally,1121.8,2,2,1.0,1,9,11,7812917.0,6964.6,0.818,10
Bowenpally,1657.7,3,3,2.0,7,3,6,7978808.0,4813.2,0.5,3
Miyapur,2424.4,4,5,2.0,5,3,3,13512303.0,5573.5,1.0,14
Kukatpally,1405.4,2,3,3.0,5,2,16,8967423.0,6380.7,0.125,10
Gachibowli,1825.3,3,3,1.0,15,7,11,16181898.0,8865.3,0.636,5
Tellapur,1562.7,3,3,1.0,1,4,24,9961931.0,6374.8,0.167,18
Gachibowli,2632.3,4,5,1.0,3,2,5,24286695.0,9226.4,0.4,5
Gachibowli,1339.8,2,2,1.0,20,1,18,10148200.0,7574.4,0.056,5
Kukatpally,1417.8,3,3,1.0,3,9,23,8870091.0,6256.2,0.391,10
Gachibowli,1562.7,3,3,1.0,0,20,22,13854111.0,8865.5,0.909,5
Jubilee Hills,1719.7,4,4,1.0,10,6,6,22186849.0,12901.6,1.0,7
Jubilee Hills,1033.7,2,2,1.0,2,0,2,15953729.0,15433.6,0.0,7
Nizampet,1530.6,3,3,2.0,1,4,7,8560472.0,5592.9,0.571,16
Tellapur,1606.5,3,3,3.0,1,14,15,11248079.0,7001.6,0.933,18
LB Nagar,987.5,2,2,1.0,7,9,10,4080660.0,4132.3,0.9,11
Shaikpet,2064.5,4,5,0.0,7,3,13,13976648.0,6770.0,0.231,17
Financial District,1170.7,2,2,1.0,2,8,20,11423718.0,9758.0,0.4,4
Hitech City,910.9,2,3,2.0,0,0,17,8293888.0,9105.2,0.0,6
Begumpet,1580.3,3,3,1.0,2,17,18,11759371.0,7441.2,0.944,2
Uppal,1108.2,2,3,1.0,15,10,15,5029091.0,4538.1,0.667,19
Nallagandla,2165.1,3,4,1.0,2,3,17,15661943.0,7233.8,0.176,15
Tellapur,2126.3,4,4,0.0,2,3,3,17129986.0,8056.2,1.0,18
Uppal,869.6,2,3,1.0,3,17,21,4512230.0,5188.9,0.81,19
Manikonda,2380.5,4,4,3.0,25,8,11,13070117.0,5490.5,0.727,13
Financial District,2461.6,4,5,2.0,7,5,6,19334309.0,7854.4,0.833,4
Banjara Hills,950.4,2,2,1.0,2,13,18,15461199.0,16268.1,0.722,1
Shaikpet,581.8,1,2,0.0,5,3,7,3509619.0,6032.3,0.429,17
Begumpet,2014.2,4,4,2.0,7,12,14,16137067.0,8011.7,0.857,2
Tellapur,1310.3,2,3,1.0,3,16,16,9327420.0,7118.5,1.0,18
Manikonda,1176.6,3,4,0.0,1,13,21,8480128.0,7207.3,0.619,13
Banjara Hills,1373.8,2,3,1.0,5,13,23,18858281.0,13727.1,0.565,1
Ameerpet,1222.9,2,2,1.0,0,8,9,7399014.0,6050.4,0.889,0
Begumpet,2179.7,4,5,1.0,0,0,4,16720666.0,7671.1,0.0,2
LB Nagar,2297.2,4,4,1.0,10,9,21,9647748.0,4199.8,0.429,11
Ameerpet,2065.5,4,5,1.0,0,8,10,13996415.0,6776.3,0.8,0
Kompally,1654.8,4,5,1.0,15,6,12,8276120.0,5001.3,0.5,8
Kompally,1570.6,3,3,2.0,1,9,24,7322919.0,4662.5,0.375,8
Jubilee Hills,1442.9,3,3,2.0,3,0,19,19283876.0,13364.7,0.0,7
Hitech City,1209.7,2,3,1.0,7,5,16,10834390.0,8956.3,0.312,6
Manikonda,1278.7,3,3,1.0,7,3,8,7975691.0,6237.3,0.375,13
Nallagandla,1111.0,2,3,3.0,2,14,16,7742674.0,6969.1,0.875,15
Madhapur,1699.9,3,3,2.0,1,3,19,14980327.0,8812.5,0.158,12
Begumpet,2572.9,4,5,1.0,1,13,16,21224633.0,8249.3,0.812,2
Ameerpet,2090.7,4,5,1.0,2,13,15,13714842.0,6559.9,0.867,0
LB Nagar,1128.6,2,2,1.0,2,20,23,4954707.0,4390.1,0.87,11
Begumpet,1317.0,2,2,2.0,20,0,18,8687259.0,6596.2,0.0,2
Kompally,1623.5,3,3,1.0,2,1,5,7619173.0,4693.1,0.2,8
Tellapur,1761.2,3,3,1.0,1,11,16,12787065.0,7260.4,0.688,18
Tellapur,2000.0,3,4,3.0,0,12,12,14137701.0,7068.9,1.0,18
Tellapur,2894.2,5,5,1.0,10,15,24,17100498.0,5908.5,0.625,18
Bowenpally,2141.4,4,4,0.0,1,5,11,12071149.0,5637.0,0.455,3
Madhapur,2332.7,4,4,1.0,0,12,22,18461784.0,7914.3,0.545,12
Begumpet,1186.1,2,3,1.0,3,4,20,8173746.0,6891.3,0.2,2
Financial District,1112.5,2,2,0.0,1,12,14,9580644.0,8611.8,0.857,4
Gachibowli,2183.6,4,4,1.0,5,14,17,20367881.0,9327.7,0.824,5
Banjara Hills,1043.6,2,2,0.0,2,6,8,15687375.0,15032.0,0.75,1
Uppal,1608.4,3,4,2.0,1,9,10,7575463.0,4709.9,0.9,19
Madhapur,1529.4,3,4,2.0,7,7,22,12035171.0,7869.2,0.318,12
Manikonda,2260.7,4,4,1.0,7,1,13,14364274.0,6353.9,0.077,13
LB Nagar,746.9,1,1,2.0,20,16,18,2874382.0,3848.4,0.889,11
LB Nagar,1146.5,2,3,2.0,15,5,24,4627518.0,4036.2,0.208,11
Shaikpet,695.8,1,1,2.0,7,2,7,4424322.0,6358.6,0.286,17
Financial District,636.2,1,1,1.0,7,2,4,5869137.0,9225.3,0.5,4
Manikonda,1555.4,3,3,1.0,10,13,14,8803857.0,5660.2,0.929,13
Tellapur,1856.9,4,4,1.0,1,13,24,12451318.0,6705.4,0.542,18
Nallagandla,1052.6,2,2,1.0,5,14,17,6868572.0,6525.3,0.824,15
Kompally,1621.4,3,3,1.0,7,15,22,7346462.0,4530.9,0.682,8
Hitech City,1129.4,2,2,1.0,10,9,17,9178470.0,8126.9,0.529,6
Nallagandla,1608.7,3,3,1.0,2,1,4,10871231.0,6757.8,0.25,15
Tellapur,2983.8,5,5,2.0,3,7,14,19616689.0,6574.4,0.5,18
Ameerpet,926.0,2,3,0.0,2,9,9,5305548.0,5729.5,1.0,0
Tellapur,1374.0,3,3,1.0,20,10,14,8414629.0,6124.2,0.714,18
LB Nagar,1203.6,2,2,2.0,5,4,19,4887645.0,4060.9,0.211,11
Nizampet,946.5,2,3,1.0,15,6,9,4197616.0,4434.9,0.667,16
Hitech City,2610.7,4,4,2.0,1,4,7,24303268.0,9309.1,0.571,6
Gachibowli,1438.6,2,2,1.0,3,3,14,12608534.0,8764.4,0.214,5
Ameerpet,1900.3,3,3,1.0,5,12,13,13037410.0,6860.7,0.923,0
Miyapur,999.8,2,2,0.0,25,3,16,5320797.0,5321.9,0.188,14
Hitech City,1483.3,3,4,2.0,1,0,2,12554178.0,8463.7,0.0,6
Kompally,2033.6,4,4,2.0,5,1,6,10514897.0,5170.6,0.167,8
Nallagandla,1748.9,3,4,2.0,3,1,3,12256825.0,7008.3,0.333,15
Begumpet,1374.6,3,4,1.0,3,0,15,10519597.0,7652.8,0.0,2
Nizampet,1219.3,2,2,1.0,10,5,7,6201057.0,5085.8,0.714,16
Tellapur,2653.7,4,5,1.0,10,1,8,14767593.0,5564.9,0.125,18
Kondapur,1955.4,3,3,1.0,0,4,4,16895313.0,8640.3,1.0,9
Begumpet,1113.4,2,2,1.0,5,12,12,7767534.0,6976.4,1.0,2
Kondapur,959.0,2,3,1.0,1,7,15,7226559.0,7535.5,0.467,9
Ameerpet,3288.3,5,5,1.0,2,18,20,23417175.0,7121.4,0.9,0
Nallagandla,2155.6,4,4,2.0,3,5,13,13662300.0,6338.0,0.385,15
Shaikpet,2355.7,4,4,1.0,0,1,3,16990049.0,7212.3,0.333,17
Banjara Hills,1529.2,3,3,1.0,20,3,14,19886071.0,13004.2,0.214,1
Nizampet,1108.6,2,2,1.0,0,1,7,6380715.0,5755.7,0.143,16
Ameerpet,631.5,1,2,1.0,5,13,20,4161666.0,6590.1,0.65,0
Financial District,1196.4,2,3,2.0,0,3,6,11294359.0,9440.3,0.5,4
Nizampet,1631.7,3,3,2.0,2,10,13,8901503.0,5455.4,0.769,16
Kondapur,2909.9,5,6,1.0,7,18,24,19964100.0,6860.8,0.75,9
Kukatpally,1853.9,3,3,3.0,3,14,21,13230651.0,7136.7,0.667,10
Kompally,1044.1,2,2,3.0,1,10,12,6080321.0,5823.5,0.833,8
Madhapur,1257.4,2,3,1.0,3,2,12,10313842.0,8202.5,0.167,12
Hitech City,1172.7,2,2,1.0,20,0,20,8670427.0,7393.6,0.0,6
Begumpet,1880.8,4,4,2.0,2,17,20,15527237.0,8255.7,0.85,2
Miyapur,1555.4,3,3,0.0,0,0,10,8735623.0,5616.3,0.0,14
Manikonda,2022.5,4,4,1.0,0,11,17,15285230.0,7557.6,0.647,13
Begumpet,1097.2,2,3,2.0,5,9,17,8507807.0,7754.1,0.529,2
Kukatpally,1676.4,3,3,1.0,5,3,3,11152123.0,6652.4,1.0,10
Banjara Hills,1433.0,2,3,1.0,15,12,18,18811601.0,13127.4,0.667,1
Ameerpet,1635.8,3,3,1.0,0,6,12,10958258.0,6699.0,0.5,0
Bowenpally,1540.0,2,2,0.0,10,13,22,8355081.0,5425.4,0.591,3
Kondapur,629.8,1,2,1.0,3,13,14,4623280.0,7340.9,0.929,9
Nallagandla,2828.6,4,4,1.0,2,15,19,18995572.0,6715.5,0.789,15
Begumpet,1619.1,3,3,3.0,5,2,3,13121814.0,8104.4,0.667,2
Madhapur,1993.3,4,5,0.0,15,10,12,13548811.0,6797.2,0.833,12
Madhapur,1679.2,3,3,3.0,10,13,17,12913093.0,7690.0,0.765,12
Begumpet,2248.3,4,4,1.0,10,17,19,16326651.0,7261.8,0.895,2
Bowenpally,1513.5,3,4,3.0,25,13,17,6617025.0,4372.0,0.765,3
Kompally,973.4,2,3,2.0,10,5,14,4383525.0,4503.3,0.357,8
Hitech City,996.9,2,3,2.0,5,0,14,8793874.0,8821.2,0.0,6
Kondapur,1310.4,2,2,0.0,2,5,20,10017561.0,7644.7,0.25,9
Jubilee Hills,1334.8,2,3,3.0,1,9,25,20671399.0,15486.5,0.36,7
Financial District,2691.7,4,5,2.0,25,7,11,19078440.0,7087.9,0.636,4
Shaikpet,1032.6,2,3,0.0,10,9,18,6471180.0,6266.9,0.5,17
Miyapur,1956.4,4,4,2.0,25,2,3,9157457.0,4680.8,0.667,14
Gachibowli,647.7,1,2,1.0,3,15,22,5944128.0,9177.3,0.682,5
Kukatpally,1740.0,3,3,1.0,15,3,23,9231882.0,5305.7,0.13,10
Manikonda,1367.9,2,3,1.0,0,3,3,7916252.0,5787.2,1.0,13
Kompally,1159.9,2,2,2.0,3,15,24,6619308.0,5706.8,0.625,8
Uppal,1143.6,2,2,2.0,15,4,9,4724085.0,4130.9,0.444,19
Ameerpet,1699.2,3,3,1.0,15,2,2,9589995.0,5643.8,1.0,0
Banjara Hills,1318.9,3,3,1.0,15,7,24,15834508.0,12005.8,0.292,1
Nizampet,1628.6,3,3,1.0,7,12,12,8596237.0,5278.3,1.0,16
LB Nagar,1909.3,3,4,1.0,5,7,24,7547248.0,3952.9,0.292,11
Gachibowli,1621.3,3,3,0.0,3,15,18,12975345.0,8003.1,0.833,5
Hitech City,1808.9,3,3,3.0,1,12,13,19843391.0,10969.9,0.923,6
Shaikpet,1661.5,3,3,2.0,0,1,9,12839588.0,7727.7,0.111,17
Uppal,1388.4,3,3,1.0,5,3,7,6241135.0,4495.2,0.429,19
Bowenpally,1630.7,3,3,0.0,2,9,19,9049044.0,5549.2,0.474,3
Madhapur,1194.9,2,2,2.0,0,0,7,10925075.0,9143.1,0.0,12
Kondapur,2610.7,4,4,2.0,10,2,6,15899658.0,6090.2,0.333,9
Banjara Hills,1057.6,2,3,0.0,3,3,8,13838773.0,13085.1,0.375,1
Bowenpally,2157.6,4,4,2.0,0,2,10,11761137.0,5451.0,0.2,3
Nallagandla,1391.5,3,3,3.0,0,0,13,8882555.0,6383.4,0.0,15
Manikonda,2646.0,5,5,2.0,15,2,10,14973458.0,5658.9,0.2,13
Manikonda,1604.1,3,4,1.0,2,2,3,9906052.0,6175.5,0.667,13
Kondapur,600.5,1,1,0.0,5,14,20,4216344.0,7021.4,0.7,9
Hitech City,634.5,1,1,1.0,2,2,23,5708485.0,8996.8,0.087,6
Shaikpet,1936.0,3,3,3.0,15,9,16,11212218.0,5791.4,0.562,17
Jubilee Hills,1505.9,3,3,1.0,20,1,3,18226587.0,12103.5,0.333,7
Madhapur,987.0,2,2,1.0,7,2,18,7466198.0,7564.5,0.111,12
Jubilee Hills,1487.7,3,3,1.0,3,4,10,21336862.0,14342.2,0.4,7
Kompally,1724.7,3,3,1.0,2,5,14,8161518.0,4732.1,0.357,8
LB Nagar,1888.6,3,3,1.0,5,5,8,8552827.0,4528.7,0.625,11
Gachibowli,2062.1,3,3,2.0,1,19,20,18319105.0,8883.7,0.95,5
Kondapur,1856.8,3,3,1.0,1,2,3,12883070.0,6938.3,0.667,9
Shaikpet,1963.3,4,4,1.0,3,2,2,12337328.0,6284.0,1.0,17
Uppal,1123.4,2,3,1.0,0,0,2,4696472.0,4180.6,0.0,19
Bowenpally,1217.3,2,3,2.0,15,12,15,6797316.0,5583.9,0.8,3
Ameerpet,2178.9,4,5,0.0,2,10,11,13414812.0,6156.7,0.909,0
Uppal,1200.0,2,2,1.0,2,12,20,6042356.0,5035.3,0.6,19
Manikonda,559.1,1,2,1.0,7,6,9,3699913.0,6617.6,0.667,13
Bowenpally,1375.7,2,2,1.0,2,1,3,7125341.0,5179.4,0.333,3
Nizampet,1094.4,2,3,1.0,3,5,19,5825296.0,5322.8,0.263,16
Gachibowli,2099.3,3,4,1.0,1,7,10,18385522.0,8757.9,0.7,5
Uppal,1972.7,4,5,2.0,15,1,20,7965862.0,4038.1,0.05,19
Manikonda,1856.8,3,3,2.0,15,2,3,11313506.0,6093.0,0.667,13
Jubilee Hills,1133.1,2,2,2.0,0,5,24,17299706.0,15267.6,0.208,7
Uppal,3020.8,5,5,2.0,0,19,24,14288229.0,4729.9,0.792,19
Hitech City,1102.2,2,2,1.0,3,3,8,10411765.0,9446.3,0.375,6
Nizampet,1423.8,4,5,0.0,7,5,5,7034812.0,4940.9,1.0,16
Jubilee Hills,1408.3,3,4,2.0,10,11,15,23971367.0,17021.5,0.733,7
Shaikpet,1593.5,3,3,0.0,1,12,12,12336805.0,7742.0,1.0,17
Bowenpally,1270.5,2,2,2.0,7,5,23,6661851.0,5243.5,0.217,3
Nallagandla,1435.1,3,4,1.0,1,5,9,8598249.0,5991.4,0.556,15
Nizampet,1586.3,3,3,1.0,7,8,8,8326946.0,5249.3,1.0,16
Miyapur,1141.0,2,3,2.0,20,5,21,6014798.0,5271.5,0.238,14
Manikonda,1131.9,2,3,1.0,15,10,17,6185367.0,5464.6,0.588,13
Kondapur,626.2,1,1,1.0,1,0,8,4737111.0,7564.9,0.0,9
Kondapur,1532.9,3,4,0.0,15,8,8,11156425.0,7278.0,1.0,9
Miyapur,1983.1,4,4,1.0,5,0,4,10288984.0,5188.3,0.0,14
Shaikpet,1734.4,3,3,1.0,5,7,14,11186421.0,6449.7,0.5,17
Kukatpally,1061.0,2,2,1.0,7,6,9,5788219.0,5455.4,0.667,10
Kukatpally,1681.2,3,3,1.0,10,1,22,9656862.0,5744.0,0.045,10
Hitech City,2174.0,4,4,1.0,7,6,13,20477893.0,9419.5,0.462,6
Jubilee Hills,1161.9,2,3,1.0,3,15,15,18499654.0,15921.9,1.0,7
LB Nagar,3434.8,5,6,1.0,10,4,5,14804451.0,4310.1,0.8,11
Hitech City,1788.0,3,3,0.0,10,4,4,15474442.0,8654.6,1.0,6
Shaikpet,1275.1,2,2,1.0,25,3,4,7347300.0,5762.1,0.75,17
Gachibowli,1678.3,3,4,2.0,15,10,12,15251506.0,9087.5,0.833,5
LB Nagar,1756.9,3,3,1.0,3,8,17,7128402.0,4057.4,0.471,11
Kondapur,1939.0,4,4,0.0,15,6,8,13503681.0,6964.3,0.75,9
LB Nagar,1806.4,3,3,2.0,0,0,13,8028097.0,4444.3,0.0,11
LB Nagar,1516.7,3,3,0.0,15,9,20,5858615.0,3862.7,0.45,11
Miyapur,857.1,2,2,1.0,7,1,10,4484278.0,5231.9,0.1,14
Kukatpally,2040.0,3,3,1.0,3,5,11,11815377.0,5791.9,0.455,10
LB Nagar,1195.1,2,3,3.0,10,1,8,4806759.0,4022.1,0.125,11
Ameerpet,1233.5,2,2,1.0,15,1,4,6804965.0,5516.8,0.25,0
Madhapur,1551.2,3,4,1.0,3,16,22,13492538.0,8698.1,0.727,12
Banjara Hills,1168.0,2,3,2.0,7,4,15,15924650.0,13634.1,0.267,1
Tellapur,977.7,2,2,1.0,2,3,20,6379793.0,6525.3,0.15,18
Ameerpet,1493.7,3,3,0.0,2,7,22,10211313.0,6836.3,0.318,0
LB Nagar,1147.3,2,2,3.0,3,21,23,4828106.0,4208.2,0.913,11
Gachibowli,1073.1,2,2,1.0,5,10,23,7677006.0,7154.0,0.435,5
Kukatpally,1428.5,3,4,2.0,7,1,2,8306978.0,5815.2,0.5,10
Nallagandla,1096.4,2,2,1.0,1,5,17,7724152.0,7045.0,0.294,15
Banjara Hills,1486.9,2,2,2.0,2,1,2,21998104.0,14794.6,0.5,1
Nizampet,1658.6,3,3,1.0,1,24,25,9556137.0,5761.6,0.96,16
Manikonda,1319.6,3,3,1.0,7,7,10,8447231.0,6401.4,0.7,13
Madhapur,1209.6,2,3,1.0,3,0,9,10131299.0,8375.7,0.0,12
Nizampet,1081.2,2,2,1.0,25,0,5,4477842.0,4141.5,0.0,16
Uppal,3334.7,5,5,2.0,25,6,11,11669456.0,3499.4,0.545,19
Kukatpally,1580.0,3,3,2.0,15,5,17,8614666.0,5452.3,0.294,10
Kondapur,1867.7,3,4,2.0,5,14,14,13885113.0,7434.3,1.0,9
Miyapur,626.3,1,1,2.0,1,1,20,3690064.0,5891.8,0.05,14
Jubilee Hills,547.1,1,1,2.0,5,21,22,8925161.0,16313.6,0.955,7
Miyapur,1063.0,2,3,1.0,5,2,3,5121399.0,4817.9,0.667,14
Ameerpet,2305.2,4,4,1.0,3,6,6,14426779.0,6258.4,1.0,0
Nallagandla,1117.8,2,3,2.0,7,7,13,8348038.0,7468.3,0.538,15
Miyapur,2123.2,4,4,1.0,5,1,2,12247132.0,5768.2,0.5,14
Uppal,1297.6,2,2,2.0,1,12,17,6217068.0,4791.2,0.706,19
Begumpet,1846.8,3,3,0.0,7,9,25,13120844.0,7104.6,0.36,2
Kompally,2233.0,4,5,2.0,20,2,15,9762871.0,4372.1,0.133,8
Kondapur,2433.4,4,4,1.0,1,15,15,20255565.0,8324.0,1.0,9
Tellapur,3209.3,5,5,2.0,5,16,21,22110873.0,6889.6,0.762,18
Kukatpally,1132.6,2,2,1.0,2,3,3,6495508.0,5735.0,1.0,10
Kompally,1560.3,3,4,1.0,3,4,6,8519129.0,5459.9,0.667,8
LB Nagar,1802.2,3,4,3.0,1,1,10,8134292.0,4513.5,0.1,11
