Location,Area_SqFt,BHK,Bathrooms,Parking,Property_Age,Floor_Number,Total_Floors,Price,Price_Per_SqFt
Tellapur,1856.9,4,4,1.0,1,13,24,12451318.0,6705.5
Nallagandla,1052.6,2,2,1.0,5,14,17,6868572.0,6525.3
Kompally,1621.4,3,3,1.0,7,15,22,7346462.0,4531.0
Hitech City,1129.4,2,2,1.0,10,9,17,9178470.0,8126.5
Nallagandla,1608.7,3,3,1.0,2,1,4,10871231.0,6757.7
Tellapur,2983.8,5,5,2.0,3,7,14,19616689.0,6574.4
Ameerpet,926.0,2,3,0.0,2,9,9,5305548.0,5729.4
Tellapur,1374.0,3,3,1.0,20,10,14,8414629.0,6124.1
LB Nagar,1203.6,2,2,2.0,5,4,19,4887645.0,4061.0
Nizampet,946.5,2,3,1.0,15,6,9,4197616.0,4434.7
Hitech City,2610.7,4,4,2.0,1,4,7,24303268.0,9309.2
Gachibowli,1438.6,2,2,1.0,3,3,14,12608534.0,8764.4
Ameerpet,1900.3,3,3,1.0,5,12,13,13037410.0,6860.7
Miyapur,999.8,2,2,0.0,25,3,16,5320797.0,5322.0
Hitech City,1483.3,3,4,2.0,1,0,2,12554178.0,8463.9
Kompally,2033.6,4,4,2.0,5,1,6,10514897.0,5170.7
Nallagandla,1748.9,3,4,2.0,3,1,3,12256825.0,7008.3
Begumpet,1374.6,3,4,1.0,3,0,15,10519597.0,7652.7
Nizampet,1219.3,2,2,1.0,10,5,7,6201057.0,5085.6
Tellapur,2653.7,4,5,1.0,10,1,8,14767593.0,5565.0
Kondapur,1955.4,3,3,1.0,0,4,4,16895313.0,8640.4
Begumpet,1113.4,2,2,1.0,5,12,12,7767534.0,6976.1
Kondapur,959.0,2,3,1.0,1,7,15,7226559.0,7535.5
Ameerpet,3288.3,5,5,1.0,2,18,20,23417175.0,7121.4
Nallagandla,2155.6,4,4,2.0,3,5,13,13662300.0,6337.9
Shaikpet,2355.7,4,4,1.0,0,1,3,16990049.0,7212.2
Banjara Hills,1529.2,3,3,1.0,20,3,14,19886071.0,13004.0
Banjara Hills,2636.2,4,4,2.0,0,11,20,42112158.0,15974.7
Nizampet,1108.6,2,2,1.0,0,1,7,6380715.0,5755.7
Ameerpet,631.5,1,2,1.0,5,13,20,4161666.0,6590.1
Financial District,1196.4,2,3,2.0,0,3,6,11294359.0,9440.5
Nizampet,1631.7,3,3,2.0,2,10,13,8901503.0,5455.3
Kondapur,2909.9,5,6,1.0,7,18,24,19964100.0,6860.8
Kukatpally,1853.9,3,3,3.0,3,14,21,13230651.0,7136.5
Kompally,1044.1,2,2,3.0,1,10,12,6080321.0,5823.3
Madhapur,1257.4,2,3,1.0,3,2,12,10313842.0,8202.8
Hitech City,1172.7,2,2,1.0,20,0,20,8670427.0,7393.7
Begumpet,1880.8,4,4,2.0,2,17,20,15527237.0,8255.7
Miyapur,1555.4,3,3,0.0,0,0,10,8735623.0,5616.3
Manikonda,2022.5,4,4,1.0,0,11,17,15285230.0,7557.6
Begumpet,1097.2,2,3,2.0,5,9,17,8507807.0,7754.0
Kukatpally,1676.4,3,3,1.0,5,3,3,11152123.0,6652.5
Banjara Hills,1433.0,2,3,1.0,15,12,18,18811601.0,13127.1
Ameerpet,1635.8,3,3,1.0,0,6,12,10958258.0,6699.0
Bowenpally,1540.0,2,2,0.0,10,13,22,8355081.0,5425.2
Kondapur,629.8,1,2,1.0,3,13,14,4623280.0,7340.7
Nallagandla,2828.6,4,4,1.0,2,15,19,18995572.0,6715.5
Begumpet,1619.1,3,3,3.0,5,2,3,13121814.0,8104.6
Madhapur,1993.3,4,5,0.0,15,10,12,13548811.0,6797.0
Madhapur,1679.2,3,3,3.0,10,13,17,12913093.0,7689.9
Begumpet,2248.3,4,4,1.0,10,17,19,16326651.0,7261.8
Bowenpally,1513.5,3,4,3.0,25,13,17,6617025.0,4371.9
Kompally,973.4,2,3,2.0,10,5,14,4383525.0,4503.3
Hitech City,996.9,2,3,2.0,5,0,14,8793874.0,8820.9
Kondapur,1310.4,2,2,0.0,2,5,20,10017561.0,7644.8
Jubilee Hills,1334.8,2,3,3.0,1,9,25,20671399.0,15486.5
Madhapur,2170.7,4,5,1.0,5,9,19,64861194.627654135,8292.6
Financial District,2691.7,4,5,2.0,25,7,11,19078440.0,7088.0
Shaikpet,1032.6,2,3,0.0,10,9,18,6471180.0,6266.9
Miyapur,1956.4,4,4,2.0,25,2,3,9157457.0,4680.9
Gachibowli,647.7,1,2,1.0,3,15,22,5944128.0,9177.6
Kukatpally,1740.0,3,3,1.0,15,3,23,9231882.0,5305.6
Manikonda,1367.9,2,3,1.0,0,3,3,7916252.0,5787.1
Kompally,1159.9,2,2,2.0,3,15,24,6619308.0,5706.6
Uppal,1143.6,2,2,2.0,15,4,9,4724085.0,4130.8
Ameerpet,1699.2,3,3,1.0,15,2,2,9589995.0,5644.0
Banjara Hills,1318.9,3,3,1.0,15,7,24,15834508.0,12005.8
Nizampet,1628.6,3,3,1.0,7,12,12,8596237.0,5278.4
LB Nagar,1909.3,3,4,1.0,5,7,24,7547248.0,3952.8
Gachibowli,1621.3,3,3,0.0,3,15,18,12975345.0,8002.9
Hitech City,1808.9,3,3,3.0,1,12,13,19843391.0,10970.1
Shaikpet,1661.5,3,3,2.0,0,1,9,12839588.0,7727.7
Uppal,1388.4,3,3,1.0,5,3,7,6241135.0,4495.2
Bowenpally,1630.7,3,3,0.0,2,9,19,9049044.0,5549.1
Madhapur,1194.9,2,2,2.0,0,0,7,10925075.0,9143.2
Kondapur,2610.7,4,4,2.0,10,2,6,15899658.0,6090.2
Banjara Hills,1057.6,2,3,0.0,3,3,8,13838773.0,13084.9
Bowenpally,2157.6,4,4,2.0,0,2,10,11761137.0,5451.0
Nallagandla,1391.5,3,3,3.0,0,0,13,8882555.0,6383.5
Manikonda,2646.0,5,5,2.0,15,2,10,14973458.0,5658.8
Manikonda,1604.1,3,4,1.0,2,2,3,9906052.0,6175.5
Kondapur,600.5,1,1,0.0,5,14,20,4216344.0,7020.8
Hitech City,634.5,1,1,1.0,2,2,23,5708485.0,8997.1
Shaikpet,1936.0,3,3,3.0,15,9,16,11212218.0,5791.5
Jubilee Hills,1505.9,3,3,1.0,20,1,3,18226587.0,12103.3
Madhapur,987.0,2,2,1.0,7,2,18,7466198.0,7564.6
Jubilee Hills,1487.7,3,3,1.0,3,4,10,21336862.0,14342.2
Kompally,1724.7,3,3,1.0,2,5,14,8161518.0,4732.2
LB Nagar,1888.6,3,3,1.0,5,5,8,8552827.0,4528.7
Gachibowli,2062.1,3,3,2.0,1,19,20,18319105.0,8883.7
Kondapur,1856.8,3,3,1.0,1,2,3,12883070.0,6938.2
Shaikpet,1963.3,4,4,1.0,3,2,2,12337328.0,6284.1
Uppal,1123.4,2,3,1.0,0,0,2,4696472.0,4180.6
Bowenpally,1217.3,2,3,2.0,15,12,15,6797316.0,5584.0
Ameerpet,2178.9,4,5,0.0,2,10,11,13414812.0,6156.6
Uppal,1200.0,2,2,1.0,2,12,20,6042356.0,5035.2
Manikonda,559.1,1,2,1.0,7,6,9,3699913.0,6617.7
Bowenpally,1375.7,2,2,1.0,2,1,3,7125341.0,5179.4
Nizampet,1094.4,2,3,1.0,3,5,19,5825296.0,5322.8
Gachibowli,2099.3,3,4,1.0,1,7,10,18385522.0,8758.1
Uppal,1972.7,4,5,2.0,15,1,20,7965862.0,4038.0
Manikonda,1856.8,3,3,2.0,15,2,3,11313506.0,6093.0
Jubilee Hills,1133.1,2,2,2.0,0,5,24,17299706.0,15267.0
Uppal,3020.8,5,5,2.0,0,19,24,14288229.0,4729.9
Hitech City,1102.2,2,2,1.0,3,3,8,10411765.0,9446.0
Nizampet,1423.8,4,5,0.0,7,5,5,7034812.0,4941.0
Jubilee Hills,1408.3,3,4,2.0,10,11,15,23971367.0,17021.8
Shaikpet,1593.5,3,3,0.0,1,12,12,12336805.0,7741.8
Bowenpally,1270.5,2,2,2.0,7,5,23,6661851.0,5243.4
Nallagandla,1435.1,3,4,1.0,1,5,9,8598249.0,5991.5
Nizampet,1586.3,3,3,1.0,7,8,8,8326946.0,5249.2
Miyapur,1141.0,2,3,2.0,20,5,21,6014798.0,5271.7
Manikonda,1131.9,2,3,1.0,15,10,17,6185367.0,5464.8
Kondapur,626.2,1,1,1.0,1,0,8,4737111.0,7564.4
Jubilee Hills,2274.8,3,4,1.0,2,18,21,36242174.0,15932.1
Kondapur,1532.9,3,4,0.0,15,8,8,11156425.0,7278.1
Miyapur,1983.1,4,4,1.0,5,0,4,10288984.0,5188.4
Shaikpet,1734.4,3,3,1.0,5,7,14,11186421.0,6449.8
Kukatpally,1061.0,2,2,1.0,7,6,9,5788219.0,5455.4
Kukatpally,1681.2,3,3,1.0,10,1,22,9656862.0,5744.0
Hitech City,2174.0,4,4,1.0,7,6,13,20477893.0,9419.6
Jubilee Hills,1161.9,2,3,1.0,3,15,15,18499654.0,15922.5
LB Nagar,3434.8,5,6,1.0,10,4,5,14804451.0,4310.1
Hitech City,1788.0,3,3,0.0,10,4,4,15474442.0,8654.6
Shaikpet,1275.1,2,2,1.0,25,3,4,7347300.0,5762.0
Gachibowli,1678.3,3,4,2.0,15,10,12,15251506.0,9087.7
LB Nagar,1756.9,3,3,1.0,3,8,17,7128402.0,4057.4
Kondapur,1939.0,4,4,0.0,15,6,8,13503681.0,6964.1
LB Nagar,1806.4,3,3,2.0,0,0,13,8028097.0,4444.3
Jubilee Hills,1932.9,4,4,1.0,1,8,8,29060143.0,15034.3
LB Nagar,1516.7,3,3,0.0,15,9,20,5858615.0,3862.7
Kondapur,3965.6,5,5,1.0,10,5,20,27904029.0,7036.6
Miyapur,857.1,2,2,1.0,7,1,10,4484278.0,5231.9
Kukatpally,2040.0,3,3,1.0,3,5,11,11815377.0,5792.0
Gachibowli,3108.0,5,5,1.0,1,11,16,27264007.0,8772.3
LB Nagar,1195.1,2,3,3.0,10,1,8,4806759.0,4022.0
Ameerpet,1233.5,2,2,1.0,15,1,4,6804965.0,5516.8
Madhapur,1551.2,3,4,1.0,3,16,22,13492538.0,8698.1
Banjara Hills,1168.0,2,3,2.0,7,4,15,15924650.0,13634.1
Tellapur,977.7,2,2,1.0,2,3,20,6379793.0,6525.4
Ameerpet,1493.7,3,3,0.0,2,7,22,10211313.0,6836.5
Jubilee Hills,2463.2,4,5,3.0,10,1,10,34221813.0,13893.2
LB Nagar,1147.3,2,2,3.0,3,21,23,4828106.0,4208.4
Gachibowli,1073.1,2,2,1.0,5,10,23,7677006.0,7154.1
Kukatpally,1428.5,3,4,2.0,7,1,2,8306978.0,5815.3
Nallagandla,1096.4,2,2,1.0,1,5,17,7724152.0,7045.1
Banjara Hills,1486.9,2,2,2.0,2,1,2,21998104.0,14794.7
Nizampet,1658.6,3,3,1.0,1,24,25,9556137.0,5761.5
Manikonda,1319.6,3,3,1.0,7,7,10,8447231.0,6401.5
Madhapur,1209.6,2,3,1.0,3,0,9,10131299.0,8376.0
Nizampet,1081.2,2,2,1.0,25,0,5,4477842.0,4141.7
Uppal,3334.7,5,5,2.0,25,6,11,11669456.0,3499.4
Kukatpally,1580.0,3,3,2.0,15,5,17,8614666.0,5452.3
Kondapur,1867.7,3,4,2.0,5,14,14,13885113.0,7434.4
Miyapur,626.3,1,1,2.0,1,1,20,3690064.0,5892.0
Jubilee Hills,547.1,1,1,2.0,5,21,22,8925161.0,16312.1
Miyapur,1063.0,2,3,1.0,5,2,3,5121399.0,4817.7
Ameerpet,2305.2,4,4,1.0,3,6,6,14426779.0,6258.3
Nallagandla,1117.8,2,3,2.0,7,7,13,8348038.0,7468.5
Miyapur,2123.2,4,4,1.0,5,1,2,12247132.0,5768.3
Uppal,1297.6,2,2,2.0,1,12,17,6217068.0,4791.3
Begumpet,1846.8,3,3,0.0,7,9,25,13120844.0,7104.8
Kompally,2233.0,4,5,2.0,20,2,15,9762871.0,4372.0
Kondapur,2433.4,4,4,1.0,1,15,15,20255565.0,8323.9
Tellapur,3209.3,5,5,2.0,5,16,21,22110873.0,6889.7
Kukatpally,1132.6,2,2,,2,3,3,6495508.0,5735.2
Kompally,1560.3,3,4,1.0,3,4,6,8519129.0,5459.9
LB Nagar,1802.2,3,4,3.0,1,1,10,8134292.0,4513.6
Kondapur,1165.2,2,2,1.0,3,4,10,9136676.0,7841.5
Manikonda,1127.0,2,2,1.0,1,7,9,6557324.0,5818.3
Uppal,1299.6,2,2,1.0,1,4,17,5961319.0,4587.1
Nizampet,1792.3,3,3,1.0,25,1,14,7659640.0,4273.7
Kompally,1243.1,2,2,2.0,25,2,3,5142017.0,4136.3
Bowenpally,1361.7,3,4,,5,4,12,8275364.0,6077.1
Nallagandla,1352.3,2,2,2.0,2,6,8,9590010.0,7091.7
Gachibowli,2328.0,4,4,2.0,7,13,17,19061314.0,8187.9
Kukatpally,1749.7,3,3,1.0,3,3,20,9422857.0,5385.5
Miyapur,1049.1,2,2,1.0,7,8,25,5035577.0,4799.9
Gachibowli,2840.6,4,4,1.0,7,9,12,23215443.0,8172.7
Financial District,990.6,2,2,1.0,5,0,3,8736303.0,8818.9
Nizampet,1211.8,2,2,2.0,7,8,22,5773635.0,4764.5
Tellapur,1652.5,3,4,1.0,15,4,4,10944347.0,6622.9
Ameerpet,1015.3,2,3,2.0,2,22,24,6536639.0,6438.0
Tellapur,1553.3,3,4,1.0,15,9,21,9557472.0,6153.0
Miyapur,611.0,1,1,1.0,3,6,16,3530649.0,5778.6
Miyapur,2364.7,4,4,0.0,10,15,20,12971455.0,5485.5
Miyapur,1438.2,3,3,0.0,1,1,9,7722456.0,5369.4
Banjara Hills,1547.2,3,3,1.0,5,1,8,21116640.0,13648.6
Banjara Hills,2515.5,4,4,1.0,7,14,23,32117901.0,12767.9
Gachibowli,684.6,1,1,1.0,2,10,17,5364208.0,7835.3
Kompally,1179.2,2,3,2.0,7,3,17,6094096.0,5168.2
Uppal,1231.5,2,3,1.0,7,3,8,5492567.0,4460.2
Hitech City,2559.3,4,5,2.0,15,13,13,19655318.0,7679.9
Shaikpet,1738.9,3,3,1.0,10,2,24,11512260.0,6620.3
Gachibowli,1555.1,3,4,2.0,10,1,3,13233373.0,8509.5
Nizampet,2031.6,4,4,1.0,5,3,12,10365023.0,5101.8
Jubilee Hills,2157.6,4,5,1.0,5,3,4,28795819.0,13346.0
Kukatpally,1159.7,2,2,0.0,10,3,3,6404517.0,5522.6
Nizampet,1134.7,2,3,1.0,2,0,23,6406396.0,5645.7
Gachibowli,1621.2,3,3,2.0,15,0,18,12422116.0,7662.3
Nallagandla,1425.4,3,4,1.0,5,2,2,8825239.0,6191.3
Manikonda,1197.9,3,4,3.0,0,1,5,7721813.0,6446.0
Kondapur,2247.5,4,4,2.0,25,10,24,13548781.0,6028.5
Financial District,1337.3,2,2,1.0,3,10,21,13748817.0,10280.7
Madhapur,2281.2,4,5,1.0,10,2,12,17874833.0,7835.8
Kondapur,1105.7,2,2,0.0,2,12,19,8106830.0,7332.2
Jubilee Hills,1584.4,3,4,1.0,0,17,25,24649814.0,15558.2
Ameerpet,1175.5,2,3,1.0,20,3,19,6880071.0,5852.7
Ameerpet,1440.7,2,3,1.0,0,14,22,8584491.0,5958.5
Miyapur,1513.4,3,3,1.0,15,4,4,7407271.0,4894.3
Banjara Hills,1513.5,2,2,0.0,5,13,13,19828412.0,13100.8
Banjara Hills,1220.3,2,3,0.0,5,9,14,18381548.0,15062.7
Madhapur,875.0,2,2,1.0,20,6,8,5772813.0,6597.8
Jubilee Hills,1098.1,2,2,1.0,2,1,12,16274746.0,14820.5
Banjara Hills,1183.1,2,2,0.0,0,5,6,15945490.0,13477.5
Nallagandla,2856.9,4,4,1.0,2,12,23,19186250.0,6715.7
Tellapur,1490.3,3,3,2.0,3,17,20,10432978.0,7000.6
Madhapur,1149.5,2,3,2.0,20,15,17,8738084.0,7601.8
Gachibowli,1753.3,3,3,0.0,7,1,8,13462259.0,7678.3
Kondapur,1278.7,3,4,2.0,15,12,25,9058888.0,7084.6
Hitech City,1640.4,3,3,1.0,7,20,24,14588166.0,8893.3
Uppal,1307.7,2,2,1.0,5,9,25,5904411.0,4515.1
Hitech City,1210.0,2,2,3.0,5,11,13,12320863.0,10182.6
LB Nagar,1292.1,2,3,1.0,7,19,22,5468548.0,4232.4
Uppal,3731.7,5,6,2.0,3,3,6,16562372.0,4438.3
Ameerpet,1911.0,4,5,1.0,20,8,16,10737279.0,5618.8
Financial District,1449.8,2,3,3.0,2,5,15,14575656.0,10053.5
Kukatpally,927.8,2,3,1.0,5,3,19,6020377.0,6488.6
Nallagandla,3162.4,5,5,2.0,7,24,24,22386620.0,7079.1
Nallagandla,987.6,2,3,2.0,2,4,5,7317610.0,7409.6
LB Nagar,960.8,2,3,1.0,2,0,2,4632982.0,4821.9
Nallagandla,867.9,2,2,1.0,2,2,2,5887148.0,6783.2
Begumpet,1458.1,3,4,0.0,3,8,12,10414783.0,7142.6
Kondapur,1405.0,3,4,3.0,0,0,7,10256739.0,7300.2
Miyapur,2931.7,5,6,1.0,7,1,3,15583772.0,5315.6
Nallagandla,632.3,1,1,2.0,3,3,24,3658677.0,5786.1
Manikonda,1579.0,3,3,1.0,7,1,2,10128857.0,6414.6
Madhapur,1729.7,3,4,1.0,1,9,24,13869343.0,8018.5
Kompally,2052.4,3,3,3.0,15,1,18,9298804.0,4530.6
Begumpet,1741.8,3,4,1.0,0,1,2,12297702.0,7060.3
Uppal,1559.7,3,4,1.0,0,8,17,7658497.0,4910.3
Kukatpally,2448.1,4,4,1.0,7,7,18,15224028.0,6218.7
Manikonda,1459.8,3,3,2.0,5,2,24,8508943.0,5829.0
Jubilee Hills,1766.9,3,3,1.0,15,5,12,25323131.0,14332.0
Kondapur,1160.6,2,2,1.0,3,3,16,8008183.0,6899.9
Madhapur,1378.3,3,4,1.0,7,11,21,10402044.0,7547.1
Banjara Hills,1180.9,2,3,1.0,0,6,7,16262148.0,13770.4
Nizampet,1513.3,3,4,0.0,7,3,15,7692359.0,5083.1
Kompally,1498.4,2,2,1.0,5,1,4,7489627.0,4998.5
LB Nagar,940.1,2,3,1.0,1,8,16,4348324.0,4625.2
Tellapur,690.1,1,1,2.0,3,24,24,5672979.0,8221.1
Begumpet,1634.3,3,4,2.0,10,9,22,12253917.0,7498.0
Madhapur,1383.6,3,4,1.0,3,8,14,11833534.0,8553.0
Miyapur,1750.6,3,4,2.0,10,7,10,8386176.0,4790.3
Shaikpet,1147.9,2,2,1.0,3,12,24,9203680.0,8017.6
Tellapur,1277.3,2,2,2.0,2,18,23,8249787.0,6459.0
Financial District,2560.3,4,5,1.0,5,5,10,24684624.0,9641.2
Begumpet,1479.6,3,3,1.0,5,10,19,11097908.0,7500.5
Nallagandla,2214.3,4,5,2.0,2,14,19,15543430.0,7019.5
Uppal,3115.8,5,5,1.0,1,6,6,15550691.0,4990.9
Madhapur,3585.3,5,5,1.0,7,0,2,26036645.0,7262.0
Nallagandla,1642.1,3,3,1.0,0,2,2,11886180.0,7238.3
Bowenpally,1884.1,4,5,1.0,2,9,15,10343549.0,5489.9
Hitech City,1111.6,2,3,1.0,7,0,25,9784881.0,8802.8
Miyapur,1869.9,3,4,3.0,3,1,6,11041820.0,5905.1
Nizampet,1022.0,2,2,1.0,0,2,3,5240050.0,5127.1
Kompally,1495.0,3,3,1.0,15,1,17,6852764.0,4583.9
Uppal,3697.3,5,5,1.0,10,8,14,16524760.0,4469.4
Kondapur,3555.2,5,5,3.0,25,2,13,23527817.0,6617.9
Gachibowli,1866.5,3,3,2.0,5,4,4,12947508.0,6937.0
Ameerpet,1281.1,2,3,1.0,3,4,23,8316105.0,6491.6
Uppal,1577.6,3,3,0.0,15,22,24,6557768.0,4156.9
Ameerpet,1574.2,3,3,1.0,7,2,7,8609988.0,5469.3
Miyapur,1091.5,2,2,0.0,25,12,13,5237124.0,4798.2
Jubilee Hills,1060.6,2,2,1.0,7,15,21,15012125.0,14154.1
Banjara Hills,1794.4,3,3,1.0,7,8,10,23964044.0,13354.9
Gachibowli,2507.0,4,5,1.0,15,10,20,17462489.0,6965.5
Madhapur,4104.0,5,5,1.0,7,0,7,30290498.0,7380.8
Bowenpally,1482.8,3,3,1.0,15,22,23,7313573.0,4932.4
Nallagandla,1561.6,3,4,1.0,20,0,25,8866897.0,5678.2
Madhapur,745.8,1,1,3.0,0,3,15,7464739.0,10008.7
Tellapur,569.8,1,2,2.0,7,13,20,4086176.0,7171.4
Kukatpally,789.2,1,1,1.0,10,1,3,4370503.0,5537.9
Tellapur,1486.2,2,2,0.0,10,0,3,8901126.0,5989.3
Kompally,1697.7,3,3,2.0,7,2,21,8651742.0,5096.1
Begumpet,750.2,1,1,1.0,20,3,4,4739746.0,6318.3
Hitech City,1716.6,3,3,2.0,7,21,21,16672190.0,9712.1
Madhapur,1336.2,2,2,1.0,3,0,16,12022929.0,8997.8
Nallagandla,1198.6,2,3,1.0,1,1,3,7085676.0,5911.8
Kondapur,1032.2,2,2,1.0,3,7,18,8568489.0,8301.5
Banjara Hills,1758.7,3,3,1.0,3,16,20,24614161.0,13995.4
Gachibowli,1878.6,3,3,2.0,0,11,24,17406121.0,9265.7
Miyapur,2220.0,4,4,0.0,7,3,5,11866327.0,5345.3
Bowenpally,1485.2,3,4,1.0,1,3,3,8672081.0,5838.9
Madhapur,2365.5,4,5,1.0,10,4,7,17937782.0,7583.1
Hitech City,1564.1,3,3,2.0,5,12,18,12621575.0,8069.5
Begumpet,2493.4,4,4,1.0,0,2,4,19144768.0,7678.3
Manikonda,1497.9,2,2,1.0,2,1,5,10161286.0,6783.7
Uppal,1214.2,2,2,1.0,10,3,18,5086345.0,4189.2
Madhapur,2966.2,5,5,2.0,15,11,15,23028811.0,7763.8
Miyapur,2300.9,4,4,1.0,10,12,18,11838259.0,5145.1
Banjara Hills,1253.8,2,2,,15,4,6,15700798.0,12522.7
Banjara Hills,1608.4,3,3,1.0,2,15,18,22762852.0,14152.7
Shaikpet,1084.1,2,2,1.0,2,4,7,7450810.0,6872.7
Kondapur,1353.7,2,2,1.0,3,14,14,11288782.0,8339.1
Gachibowli,1142.4,2,2,1.0,2,8,19,8653427.0,7574.9
LB Nagar,1854.4,3,4,1.0,1,17,23,8985123.0,4845.2
Madhapur,1116.4,2,2,1.0,20,7,23,7824513.0,7008.9
Banjara Hills,1071.1,2,2,1.0,3,6,13,17054275.0,15921.9
Jubilee Hills,1940.5,3,4,0.0,20,11,14,23603606.0,12163.4
Manikonda,2645.6,4,4,1.0,7,6,6,15581122.0,5889.5
Bowenpally,3367.0,5,5,1.0,7,15,15,19757721.0,5868.0
Financial District,753.1,1,2,1.0,7,2,2,6947447.0,9225.7
Gachibowli,1797.1,3,3,1.0,1,10,16,14947050.0,8317.3
Manikonda,1133.2,2,2,3.0,1,0,10,7111862.0,6275.9
Kompally,3195.6,5,6,1.0,3,1,4,16558413.0,5181.6
Shaikpet,1481.2,3,4,1.0,1,7,8,11011900.0,7434.3
Hitech City,1221.2,3,4,1.0,3,2,3,11674726.0,9560.0
Nallagandla,1746.5,3,3,1.0,7,3,12,10494757.0,6009.1
Hitech City,2972.9,5,6,0.0,10,9,22,27452722.0,9234.2
Shaikpet,579.6,1,1,1.0,0,2,3,3964728.0,6840.2
Banjara Hills,1219.3,2,3,2.0,15,5,25,14018822.0,11497.4
Kukatpally,2054.2,4,4,2.0,25,4,6,9924204.0,4831.2
Shaikpet,2432.1,4,4,1.0,7,9,12,16986630.0,6984.3
Uppal,1497.0,3,3,1.0,5,6,9,6347426.0,4240.0
Bowenpally,1039.0,2,3,2.0,10,3,20,5898484.0,5677.1
Manikonda,1124.6,2,2,1.0,15,5,18,6555771.0,5829.4
Financial District,1603.2,2,3,1.0,20,2,3,13834494.0,8629.3
Manikonda,1455.6,3,4,1.0,1,1,2,9098711.0,6251.0
Financial District,1653.6,3,4,1.0,1,8,10,15959830.0,9651.3
Kukatpally,2313.7,4,4,1.0,5,10,12,14608598.0,6314.0
Uppal,763.3,1,1,1.0,2,9,13,3485215.0,4565.8
Manikonda,1951.5,4,4,2.0,5,20,22,13179396.0,6753.4
Tellapur,2458.8,4,4,1.0,1,18,23,15573576.0,6333.7
LB Nagar,673.7,1,2,1.0,1,8,11,3124590.0,4637.6
Manikonda,2009.8,3,3,1.0,10,1,8,11898714.0,5920.5
Begumpet,974.2,2,3,1.0,2,8,15,7729605.0,7934.3
Nallagandla,3197.9,5,5,1.0,7,3,5,18588676.0,5812.7
Madhapur,3341.9,5,5,1.0,5,12,23,28140450.0,8420.5
Bowenpally,3131.6,5,6,2.0,25,0,5,12024139.0,3839.6
Madhapur,1212.0,2,2,3.0,3,2,6,11376325.0,9386.8
Manikonda,2348.3,4,5,3.0,3,16,16,15376962.0,6548.1
Uppal,1624.5,3,3,0.0,2,3,18,7081096.0,4358.9
Kondapur,1556.1,3,4,2.0,5,5,8,12528653.0,8051.2
Financial District,3874.7,5,5,1.0,10,12,20,37541240.0,9688.8
Madhapur,1659.4,3,4,1.0,7,11,16,12899568.0,7773.7
Financial District,1935.2,4,5,3.0,7,2,5,18124690.0,9365.9
Nallagandla,1229.9,2,3,1.0,20,1,5,7258941.0,5902.1
Jubilee Hills,2895.4,4,4,1.0,3,8,24,42530716.0,14689.1
Miyapur,2200.8,4,5,,10,2,8,11210613.0,5093.8
Bowenpally,1385.4,3,3,1.0,0,1,5,7889032.0,5694.4
Jubilee Hills,1323.9,2,2,2.0,7,1,10,17931675.0,13544.3
Jubilee Hills,2360.3,4,4,2.0,10,23,25,32161319.0,13625.7
Kukatpally,1813.9,3,3,1.0,3,19,21,12037850.0,6636.5
Manikonda,1168.7,2,2,3.0,5,13,13,7585141.0,6490.2
LB Nagar,1084.2,2,3,2.0,0,17,18,5026611.0,4636.4
Kompally,2559.2,4,4,1.0,0,7,21,12961892.0,5064.7
Uppal,1036.4,2,2,1.0,5,1,6,4493553.0,4335.8
Nizampet,1133.6,2,2,1.0,10,3,5,5202292.0,4589.1
Kukatpally,1485.3,3,4,1.0,3,23,23,8733543.0,5880.2
LB Nagar,1125.1,2,2,2.0,0,7,21,5376283.0,4778.6
Kukatpally,1688.6,4,4,1.0,1,12,16,11015815.0,6523.7
Shaikpet,1250.4,3,4,1.0,10,5,10,8890460.0,7110.2
Bowenpally,1315.3,2,2,2.0,15,11,14,6550010.0,4980.0
Nizampet,1325.6,2,3,2.0,3,6,21,7788123.0,5875.2
LB Nagar,1576.8,3,3,0.0,3,11,21,7206925.0,4570.5
Uppal,1118.5,2,2,2.0,0,0,11,5268208.0,4710.1
Banjara Hills,1530.0,3,3,2.0,5,13,13,21871811.0,14295.3
Kondapur,550.0,1,2,1.0,3,6,9,3942632.0,7167.8
Shaikpet,1086.2,2,2,1.0,3,1,7,7660892.0,7053.2
Miyapur,2278.4,4,4,1.0,25,2,5,9799888.0,4301.1
Miyapur,1176.0,2,3,1.0,5,11,11,6425356.0,5463.9
Financial District,1643.9,3,3,1.0,10,13,22,13694368.0,8330.2
Nizampet,2518.3,4,4,0.0,5,3,23,12988970.0,5157.8
Shaikpet,2087.2,3,3,1.0,2,1,2,13649997.0,6539.9
Nizampet,1223.8,2,2,1.0,7,5,13,6561353.0,5361.6
Kompally,949.7,2,2,1.0,7,6,13,5015056.0,5280.7
Kondapur,1344.3,3,3,1.0,2,9,21,8830332.0,6568.6
Gachibowli,1010.3,2,2,2.0,20,9,16,7714334.0,7635.6
Tellapur,1150.4,2,2,2.0,1,10,11,8346865.0,7255.4
Begumpet,2314.4,4,5,3.0,2,5,17,19494082.0,8422.8
Jubilee Hills,2171.7,4,5,2.0,15,10,15,30586002.0,14083.6
Ameerpet,2046.0,3,4,1.0,15,2,5,12048052.0,5888.5
